Sport,Sport_subTitle,Team1,Team2,StartTime,Round
Canoe Sprint,Men's Canoe Single 1000m Quarterfinals,,,2024-08-07T12:40:00.000+00:00,
Sailing,Mixed Multihull Medal Race,,,2024-08-07T12:43:00.000+00:00,medal match
Diving,Women's 3m Springboard Preliminary,,,2024-08-07T13:00:00.000+00:00,
Weightlifting,Men's 61kg,,,2024-08-07T13:00:00.000+00:00,medal match
Cycling Track,"Women's Keirin, Repechages",,,2024-08-07T13:10:00.000+00:00,
Cycling Track,"Men's Sprint, 1/32 Finals Repechages",,,2024-08-07T13:30:00.000+00:00,
Water Polo,Men's Quarterfinal,,,2024-08-07T13:35:00.000+00:00,
Sailing,Mixed Dinghy Medal Race,,,2024-08-07T13:43:00.000+00:00,medal match
Volleyball,Men's Semifinals,,,2024-08-07T14:00:00.000+00:00,
Cycling Track,"Men's Sprint, 1/16 Finals",,,2024-08-07T15:30:00.000+00:00,
Handball,Men's Quarterfinal,,,2024-08-07T15:30:00.000+00:00,
Skateboarding,Men's Park Final,,,2024-08-07T15:30:00.000+00:00,medal match
Basketball,Women's Quarterfinal,,,2024-08-07T16:00:00.000+00:00,
Cycling Track,"Men's Sprint, 1/16 Finals Repechages",,,2024-08-07T16:42:00.000+00:00,
Athletics,Women's Pole Vault Final,,,2024-08-07T17:00:00.000+00:00,medal match
Hockey,Women's Semi-final,,,2024-08-07T17:00:00.000+00:00,
Water Polo,Men's Quarterfinal,,,2024-08-07T17:00:00.000+00:00,
Athletics,Men's 110m Hurdles Semi-Final,,,2024-08-07T17:05:00.000+00:00,
Athletics,Men's Triple Jump Qualification,,,2024-08-07T17:15:00.000+00:00,
Artistic Swimming,Team Acrobatic Routine,,,2024-08-07T17:30:00.000+00:00,medal match
Weightlifting,Women's 49kg,,,2024-08-07T17:30:00.000+00:00,medal match
Athletics,Men's 400m Hurdles Semi-Final,,,2024-08-07T17:35:00.000+00:00,
Cycling Track,"Men's Sprint, 1/8 Finals",,,2024-08-07T17:38:00.000+00:00,
Table Tennis,Men's Team Semifinal,,,2024-08-07T18:00:00.000+00:00,
Volleyball,Men's Semifinals,,,2024-08-07T18:00:00.000+00:00,
Athletics,Men's 200m Semi-Final,,,2024-08-07T18:02:00.000+00:00,
Cycling Track,"Men's Sprint, 1/8 Finals Repechages",,,2024-08-07T18:14:00.000+00:00,
Athletics,Men's Discus Throw Final,,,2024-08-07T18:25:00.000+00:00,medal match
Water Polo,Men's Quarterfinal,,,2024-08-07T18:35:00.000+00:00,
Athletics,Women's 400m Semi-Final,,,2024-08-07T18:45:00.000+00:00,
Taekwondo,Women -49kg Gold Medal Contest,,,2024-08-07T19:19:00.000+00:00,medal match
Athletics,Men's 400m Final,,,2024-08-07T19:20:00.000+00:00,medal match
Basketball,Women's Quarterfinal,,,2024-08-07T19:30:00.000+00:00,
Handball,Men's Quarterfinal,,,2024-08-07T19:30:00.000+00:00,
Taekwondo,Men -58kg Gold Medal Contest,,,2024-08-07T19:37:00.000+00:00,medal match
Athletics,Men's 3000m Steeplechase Final,,,2024-08-07T19:40:00.000+00:00,medal match
Boxing,Men's 63.5kg - Final,,,2024-08-07T20:34:00.000+00:00,medal match
Boxing,Men's 80kg - Final,,,2024-08-07T20:51:00.000+00:00,medal match
